,artist,track,genres
998,Paul McCartney,Dance Tonight,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
999,Trisha Yearwood,Georgia Rain,"['contemporary country', 'country', 'country dawn', 'country road', 'country rock']"
1000,Alessia Cara,Wild Things,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
1001,Lukas Graham,Love Someone,"['danish pop', 'pop', 'scandipop']"
1002,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),[]
1003,Avril Lavigne,Here's To Never Growing Up,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
1004,Ludacris,Helluva Night,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1005,Big Sean Featuring Chris Brown,My Last,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
1006,Cole Swindell,Break Up In The End,"['contemporary country', 'country', 'country road', 'modern country rock']"
1007,Daughtry,Crawling Back To You,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
1008,Drake,Hotline Bling,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1009,KCamp Featuring 2 Chainz,Cut Her Off,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1010,Chris Brown Featuring Benny Benassi,Beautiful People,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap', 'edm', 'electro house', 'pop dance']"
1011,Eminem,Survival,"['detroit hip hop', 'hip hop', 'rap']"
1012,Matt Nathanson,Faster,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']"
1013,Robin Schulz Featuring Francesco Yates,Sugar,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house', 'canadian pop']"
1014,Steve Holy,Love Don't Run,"['contemporary country', 'country', 'country road', 'modern country rock']"
1015,French Montana Featuring Kodak Black,Lockjaw,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']"
1016,Billie Eilish,You Should See Me In A Crown,"['electropop', 'pop']"
1017,Katy Perry Featuring Nicki Minaj,Swish Swish,"['dance pop', 'pop', 'post-teen pop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
1018,Usher Featuring Jay-Z,Hot Tottie,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary', 'east coast hip hop', 'hip hop', 'pop rap', 'rap']"
1019,P!nk,Raise Your Glass,"['dance pop', 'pop', 'post-teen pop']"
1020,Eric Church,Mr. Misunderstood,"['contemporary country', 'country', 'country road']"
1021,Ayo & Teo,Rolex,"['social media pop', 'trap']"
1022,Madonna Featuring Nicki Minaj,B**** I'm Madonna,"['dance pop', 'pop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
1023,Flo Rida,Good Feeling,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
1024,Taylor Swift,You Need To Calm Down,"['pop', 'post-teen pop']"
1025,Lil Pump,Butterfly Doors,"['emo rap', 'miami hip hop', 'rap', 'social media pop', 'trap']"
1026,Natalie La Rose Featuring Jeremih,Somebody,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
1027,Lil Wayne Featuring XXXTENTACION,Don't Cry,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap', 'emo rap', 'miami hip hop']"
1028,Danielle Bradbery,The Heart Of Dixie,"['contemporary country', 'country', 'country pop']"
1029,Edward Maya & Vika Jigulina,Stereo Love,"['romanian house', 'romanian pop', 'moldovan pop']"
1030,Niall Horan,Nice To Meet Ya,"['dance pop', 'pop', 'post-teen pop']"
1031,The Chainsmokers Featuring XYLO,Setting Fires,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house', 'alt z', 'electropop', 'indie electropop', 'indie poptimism', 'la pop', 'pop', 'vapor soul']"
1032,The Weeknd Featuring Kendrick Lamar,Sidewalks,"['canadian contemporary r&b', 'canadian pop', 'pop', 'conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1033,"Kanye West, Jay-Z, Big Sean",Clique,"['chicago rap', 'rap', 'east coast hip hop', 'hip hop', 'pop rap', 'rap', 'detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1034,Carrie Underwood,Mama's Song,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']"
1035,Nelly Featuring Keri Hilson,Liv Tonight,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']"
1036,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky', 'dance pop', 'dancehall', 'pop rap', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
1037,The White Buffalo & The Forest Rangers,Come Join The Murder,"['new americana', 'alternative roots rock']"
1038,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),"['dfw rap', 'melodic rap', 'rap', 'melodic rap', 'trap']"
1039,XXXTENTACION,Train Food,"['emo rap', 'miami hip hop']"
1040,Kehlani Featuring Ty Dolla $ign,Nights Like This,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
1041,Pusha T,Infrared,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
1042,Maddie & Tae,Girl In A Country Song,"['contemporary country', 'country', 'country pop']"
1043,Zac Brown Band,Jump Right In,"['contemporary country', 'country', 'country road', 'modern country rock']"
1044,6ix9ine Featuring DJ SPINKING,TATI,"['emo rap', 'rap']"
1045,Kodak Black Featuring Lil Wayne,Codeine Dreaming,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1046,Artists For Haiti,We Are The World 25: For Haiti,['musical advocacy']
1047,Lorde,Glory And Gore,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']"
1048,Old Dominion,No Such Thing As A Broken Heart,"['contemporary country', 'country', 'country road']"
1049,One Direction,You & I,"['boy band', 'pop', 'post-teen pop', 'talent show']"
1050,Offset,Red Room,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1051,The Weeknd,Wicked Games,"['canadian contemporary r&b', 'canadian pop', 'pop']"
1052,Rich The Kid Featuring Kendrick Lamar,New Freezer,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
1053,PSY,Gangnam Style,"['k-pop', 'k-rap', 'korean old school hip hop']"
1054,Old Dominion,One Man Band,"['contemporary country', 'country', 'country road']"
1055,Dan + Shay,All To Myself,"['contemporary country', 'country', 'pop']"
1056,Luke Bryan,Rain Is A Good Thing,"['contemporary country', 'country', 'country road']"
1057,The Black Eyed Peas,Meet Me Halfway,"['dance pop', 'pop', 'pop rap']"
1058,Lil Skies,I,"['melodic rap', 'pop rap', 'rap', 'trap']"
1059,Jennifer Lopez Featuring Lil Wayne,I'm Into You,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1060,Kodak Black Featuring XXXTENTACION,Roll In Peace,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap', 'emo rap', 'miami hip hop']"
1061,Wiz Khalifa,"Work Hard, Play Hard","['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1062,Eminem Featuring Rihanna,Love The Way You Lie,"['detroit hip hop', 'hip hop', 'rap', 'barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
1063,Trippie Redd,Topanga,"['melodic rap', 'rap', 'trap']"
1064,Blake Shelton,A Guy With A Girl,"['contemporary country', 'country', 'country road', 'oklahoma country']"
1065,Rascal Flatts,I Won't Let Go,"['contemporary country', 'country', 'country road']"
1066,Frank Ocean,Novacane,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
1067,Wiz Khalifa,We Dem Boyz,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1068,Sam Smith,Lay Me Down,"['dance pop', 'pop', 'post-teen pop', 'uk pop', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
1069,Foo Fighters,Rope,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
1070,Jay Z Featuring Justin Timberlake,Holy Grail,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'dance pop', 'pop']"
1071,J. Cole,Motiv8,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
1072,Brad Paisley,Camouflage,"['contemporary country', 'country', 'country road']"
1073,I LOVE MAKONNEN Featuring Drake,Tuesday,"['atl hip hop', 'lgbtq+ hip hop', 'trap', 'underground hip hop', 'canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1074,Brad Paisley,Today,"['contemporary country', 'country', 'country road']"
1075,Nicki Minaj,MEGATRON,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
1076,Scotty McCreery,I Love You This Big,"['contemporary country', 'country', 'country road', 'modern country rock']"
1077,The Lumineers,Stubborn Love,"['folk-pop', 'modern rock', 'pop rock', 'stomp and holler']"
1078,Eric Church Featuring Rhiannon Giddens,Kill A Word,"['contemporary country', 'country', 'country road']"
1079,Bruno Mars,The Lazy Song,"['dance pop', 'pop']"
1080,Future Featuring The Weeknd,Comin Out Strong,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'canadian contemporary r&b', 'canadian pop', 'pop']"
1081,Zac Brown Band,Homegrown,"['contemporary country', 'country', 'country road', 'modern country rock']"
1082,Ludacris Featuring Nicki Minaj,My Chick Bad,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
1083,Echosmith,Bright,"['dance pop', 'electropop', 'indie poptimism', 'pop rock']"
1084,Kellie Pickler,Didn't You Know How Much I Loved You,"['contemporary country', 'country', 'country dawn', 'country road']"
1085,Carrie Underwood,Temporary Home,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']"
1086,Wale Featuring Sam Dew,LoveHate Thing,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary', 'indie r&b']"
1087,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
1088,Metro Boomin Featuring Offset & Drake,No Complaints,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1089,Drake & Future,Change Locations,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap', 'atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1090,Cole Swindell,Let Me See Ya Girl,"['contemporary country', 'country', 'country road', 'modern country rock']"
1091,Blake Shelton,Every Time I Hear That Song,"['contemporary country', 'country', 'country road', 'oklahoma country']"
1092,J. Cole,Deja Vu,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
1093,Cardi B,Press,"['dance pop', 'pop', 'pop rap', 'rap']"
1094,Demi Lovato,Tell Me You Love Me,"['dance pop', 'pop', 'post-teen pop']"
1095,The Weeknd,Try Me,"['canadian contemporary r&b', 'canadian pop', 'pop']"
1096,Russell Dickerson,Yours,"['contemporary country', 'country', 'country road', 'modern country rock']"
1097,Billie Eilish,Ocean Eyes,"['electropop', 'pop']"
1098,Jake Owen,I Was Jack (You Were Diane),"['contemporary country', 'country', 'country road', 'modern country rock']"
1099,George Strait,Give It All We Got Tonight,"['contemporary country', 'country', 'country road', 'country rock']"
1100,Tank,When We,"['pop r&b', 'r&b', 'urban contemporary']"
1101,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored","['dance pop', 'pop', 'post-teen pop']"
1102,OneRepublic,All The Right Moves,"['dance pop', 'piano rock', 'pop', 'pop rock']"
1103,Drake,Know Yourself,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1104,John Mayer,Half Of My Heart,"['neo mellow', 'pop rock', 'singer-songwriter']"
1105,Maxwell,Bad Habits,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
1106,Enrique Iglesias,Turn The Night Up,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
1107,Rihanna Featuring Jay-Z,Talk That Talk,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary', 'dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
1108,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,"['melodic rap', 'rap', 'trap', 'chicago rap', 'melodic rap']"
1109,Blake Shelton,Footloose,"['contemporary country', 'country', 'country road', 'oklahoma country']"
1110,Shakira Featuring Dizzee Rascal,Loca,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop', 'latin']"
1111,Loren Allred,Never Enough,"['deep talent show', 'hollywood', 'movie tunes']"
1112,Passenger,Let Her Go,"['folk-pop', 'neo mellow', 'pop', 'pop rock']"
1113,Auli'i Cravalho,How Far I'll Go,"['disney', 'hollywood', 'movie tunes', 'show tunes']"
1114,Ariana Grande & The Weeknd,Love Me Harder,"['dance pop', 'pop', 'post-teen pop']"
1115,A$AP Rocky,L$D,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
1116,Young Thug Featuring Gunna & Lil Baby,Chanel (Go Get It),"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap', 'rap', 'trap', 'atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'atl hip hop', 'atl trap', 'rap', 'trap']"
1117,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,"['comedy rap', 'pop rap', 'rap', 'new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1118,Coldplay,A Sky Full Of Stars,"['permanent wave', 'pop']"
1119,Migos Featuring Lil Uzi Vert,Bad And Boujee,"['atl hip hop', 'pop rap', 'rap', 'trap', 'melodic rap', 'philly rap', 'rap', 'trap']"
1120,Lil Wayne,On Fire,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1121,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",Subeme La Radio,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'cubaton', 'latin', 'latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1122,Katy Perry,Part Of Me,"['dance pop', 'pop', 'post-teen pop']"
1123,Brad Paisley,American Saturday Night,"['contemporary country', 'country', 'country road']"
1124,AJR,I'm Ready,"['modern rock', 'pop rock']"
1125,Kehlani,Gangsta,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']"
1126,Luke Bryan,Play It Again,"['contemporary country', 'country', 'country road']"
1127,Bonnie McKee,American Girl,"['candy pop', 'electropop', 'post-teen pop']"
1128,Craig Campbell,Family Man,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']"
1129,Drake,Blem,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1130,Ben Rector,Brand New,"['acoustic pop', 'indie cafe pop', 'indiecoustica', 'lds youth', 'neo mellow', 'piano rock', 'pop rock']"
1131,Phillip Phillips,Raging Fire,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']"
1132,Post Malone Featuring Future & Halsey,Die For Me,"['dfw rap', 'melodic rap', 'rap', 'dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop', 'atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1133,Daya,Hide Away,"['alt z', 'dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
1134,Future,Mask Off,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1135,Lee Brice,A Woman Like You,"['contemporary country', 'country', 'country road', 'modern country rock']"
1136,Chris Lane,Fix,"['contemporary country', 'country road', 'modern country rock']"
1137,Alexandra Stan,Mr. Saxobeat,"['dance pop', 'romanian pop']"
1138,Craig Campbell,Keep Them Kisses Comin',"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']"
1139,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),"['adult standards', 'cowboy western', 'oklahoma country', 'traditional country', 'yodeling']"
1140,David Guetta Featuring Kid Cudi,Memories,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'hip hop', 'ohio hip hop', 'pop rap', 'rap']"
1141,Harry Styles,Watermelon Sugar,"['pop', 'post-teen pop']"
1142,Jason Derulo,If It Ain't Love,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
1143,Birdman Featuring Lil Wayne & Drake,Money To Blow,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap', 'canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1144,MAGIC!,Rude,['reggae fusion']
1145,Starley,Call On Me,"['aussietronica', 'tropical house', 'melbourne bounce']"
1146,OMI,Cheerleader,['dance pop']
1147,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,"['melodic rap', 'philly rap', 'rap', 'trap', 'electropop', 'indie pop', 'indie poptimism', 'pop', 'pop rock']"
1148,Ed Sheeran,Lego House,"['pop', 'uk pop']"
1149,Kanye West Featuring Pusha T,Runaway,"['chicago rap', 'rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
